DATEPRD,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
13-Jul-08,260.867,103.293,160.15,0,21.05,100.71,52.38,69.54,1735.26,252235.23,4
14-Jul-08,256.248,104.018,156.65,0,27.22,99.6,71.12,68.02,592.36,88949,1.37
15-Jul-08,254.983,103.967,156.33,0,27.28,98.65,67.59,66.95,2532.21,373786.28,5.84
16-Jul-08,251.476,104.211,155.82,0,30.65,95.66,73.78,63.66,3030.71,447840.09,9.13
17-Jul-08,249.346,104.339,155.76,0,32.56,93.59,78.04,61.34,3288.08,474614.43,7.58
22-Jul-08,251.858,104.407,155.17,0,29.75,96.69,77.02,64.77,2717.44,399221.04,6.45
23-Jul-08,251.915,104.43,155.18,0,29.67,96.73,77.14,64.77,2745.51,403771,6.38
24-Jul-08,251.851,104.441,155.19,0,29.79,96.66,76.88,64.95,2762.59,413309.67,6.4
25-Jul-08,251.87,104.459,155.58,0,29.72,96.29,71.98,64.82,2763.68,402430.02,6.43
26-Jul-08,251.855,104.472,155.42,0,29.79,96.44,73.85,64.94,2759.3,404995.2,6.39
27-Jul-08,251.915,104.469,155.42,0,29.78,96.5,74.99,65.01,2732.34,400145.03,6.28
28-Jul-08,251.951,104.496,155.37,0,29.81,96.58,75.9,65.07,2762.74,405191.14,6.35
29-Jul-08,252.589,104.497,155.28,0,28.81,97.31,75.37,65.84,2670.67,391242.72,8.82
2-Aug-08,250.541,104.62,160.5,0,30.76,90.04,74.15,59.9,3057.91,449222.7,4.29
4-Aug-08,250.179,104.558,155.99,0,32.19,94.19,76.06,62.48,3019.3,441240.45,4.54
5-Aug-08,250.292,104.644,156.19,0,32.31,94.11,75.51,62.39,3135.89,457771.78,4.72
6-Aug-08,251.121,104.63,156.14,0,29.15,94.99,77.05,63.3,911.43,134051.24,1.37
21-Aug-08,237.672,104.728,154.7,0,36.32,82.98,78.76,50.39,2911.25,423611.98,5.54
23-Sep-08,213.475,105.006,154.55,0,52.37,58.93,79.34,25.56,5290.92,753658.36,20.73
24-Sep-08,211.802,105.021,153.95,0,53.29,57.86,80.58,24.49,5336.6,757018.34,7.49
25-Sep-08,212.718,105.003,152.56,0,50.21,60.15,80.22,26.96,4880.31,733460.14,20.56
26-Sep-08,209.007,105.025,153.31,0,55.55,55.69,80.32,22.28,5453.84,773865.6,29.58
28-Sep-08,209.36,105.027,152.61,0,53.96,56.75,78.51,23.48,5156.66,736404.87,18.84
29-Sep-08,207.532,105.032,152.63,0,55.81,54.9,78.7,21.53,5410.73,766070.77,10.11
6-Oct-08,215.263,104.938,148.71,0,38.5,66.56,74.52,34.42,3485.34,484446.82,1.11
7-Oct-08,212.017,104.979,148.5,0,43.3,63.52,75.38,30.85,4222.5,599591.35,2.58
29-Oct-08,211.473,105.157,152.2,0,50.58,59.28,78.25,26.1,4793.27,688367.98,3.69
2-Nov-08,218.989,104.999,151.86,0,38.06,67.13,73.57,34.48,3731.52,531070.72,2.34
9-Nov-08,223.258,105.088,148.59,0,35.94,74.67,76.08,42.5,3502.6,497111.26,2.85
11-Nov-08,223.836,105.096,148.93,0,35.81,74.91,74.61,42.76,3492.99,495927.25,0.85
25-Nov-08,224.749,105.135,149.63,0,36.56,75.12,77.33,42.35,3661.02,525715.86,12.45
9-Dec-08,233.236,105.215,152.49,0,35.81,80.74,75.81,47.91,3687.36,510228.28,0.98
21-Dec-08,242.066,105.233,154.8,0,33.95,87.26,76.46,54.59,3492.51,508709.44,4.13
22-Dec-08,242.88,105.232,155.01,0,33.79,87.87,77.92,55.17,3478.92,506383.06,4.28
3-Jan-09,251.823,105.174,158.27,0,30.05,93.55,74.83,61.29,2216.9,323603.08,3.42
6-Jan-09,250.786,104.938,157.76,0,31.61,93.03,74.04,60.27,2649.25,386193.55,1.51
13-Jan-09,247.99,104.038,158.47,0,36.26,89.52,79.39,56.29,3920.6,561182.25,3.35
14-Jan-09,251.528,105.361,160.87,0,35.82,90.66,80.37,57.42,3827.53,547774.31,2.66
15-Jan-09,252.119,105.369,161.13,0,35.81,90.98,76.94,57.83,4449.03,639914.22,48.44
13-Feb-09,263.817,105.313,164.74,0,32.26,99.08,78.19,66.38,3573.58,506865.09,91.37
15-Feb-09,262.417,105.388,165.23,0,34.88,97.19,79.68,64.47,4493.98,639392.16,88.04
18-Feb-09,263.497,105.401,165.92,0,34.82,97.58,78.53,64.44,4515.1,641145.23,91.87
20-Mar-09,249.808,104.825,161.58,0,36.01,88.23,79.34,55.47,4539.29,633353.27,37.01
30-Mar-09,261.91,102.627,167.1,0,11.91,94.81,25.9,67.24,155.26,18731.26,0
25-Apr-09,220.166,105.055,152,0,39.87,68.16,74.83,35.32,4090.03,552159.1,3.38
30-Apr-09,218.593,105.086,151.13,0,39.25,67.46,77.78,34.64,4035.73,546557.59,3.08
1-May-09,218.694,105.099,151.43,0,40.12,67.26,75.59,34.42,4081.53,550609.59,2.92
2-May-09,218.844,105.106,151.35,0,40.12,67.49,77.76,34.63,4066.61,550195.52,2.5
28-May-09,226.489,105.404,157.68,0,41.26,68.81,81.61,35.77,4023.55,553235.27,287.96
3-Jun-09,228.677,105.329,156.89,0,37.79,71.79,78.62,39.35,2994.6,409045.34,186.7
4-Jun-09,227.84,105.316,156.46,0,37.93,71.38,80.33,38.96,3352.53,456955.83,104.45
5-Jun-09,226.274,105.318,156.25,0,38.48,70.03,81.07,37.52,3369.57,460247.78,79.52
6-Jun-09,228.892,105.237,156.57,0,34.15,72.32,75.91,40.59,2702,368496.38,99.3
7-Jun-09,224.913,105.291,155.85,0,38.72,69.07,79.58,36.36,3439.9,459880.12,177.73
8-Jun-09,222.903,105.31,155.5,0,39.78,67.4,81.26,34.66,3497.78,469527.14,109.23
12-Jun-09,219.34,105.297,154.35,0,40.27,64.99,81.23,32.38,3768.1,527805.4,21.4
28-Jun-09,228.92,105.071,152.39,0,28.22,76.54,75.71,45.28,1755.46,253941.55,256.61
29-Jun-09,228.987,105.066,152.36,0,28.16,76.63,76.35,45.36,1786.06,256678.7,242.23
19-Jul-09,229.909,105.083,153.82,0,28.16,76.08,74.54,44.76,1725.31,237547.48,140.25
16-Aug-09,223.952,105.525,160.39,0,42.24,63.56,84.69,30.7,4224.45,586837.65,817.1
17-Aug-09,224.403,105.534,160.76,0,42.29,63.65,86.41,30.77,4232.84,587997.71,804.53
20-Aug-09,225.513,105.564,161.85,0,42.29,63.66,84.46,30.79,4232.66,589375.1,785.26
26-Aug-09,234.194,105.343,171.8,0,30.96,62.4,78.75,36.67,1466.67,204838.22,658.03
4-Sep-09,254.737,104.645,254.74,0,19.46,0,47.31,31.91,293.98,39397.99,17.2
7-Sep-09,240.806,104.366,163.89,0,32.36,76.92,79.38,45.51,2262.5,316811.72,13.9
8-Sep-09,239.742,105.529,165.1,0,37.83,74.64,84.05,42.1,3644.19,508699.03,860.8
24-Sep-09,230.587,105.912,172.81,0,55.3,57.78,87.58,23.91,4270.77,597666.97,693.42
10-Oct-09,236.194,104.167,168.38,0,40.54,67.81,83.56,34.74,3599.73,504695.35,538.91
11-Oct-09,239.867,105.796,171.29,0,41.16,68.57,86.87,35.04,3580.92,501628.24,575.5
25-Oct-09,241.828,105.789,173.39,0,39.83,68.43,81.8,35.19,3384.02,472845.45,1072.62
13-Nov-09,238.581,105.965,176.31,0,44.2,62.27,85.45,28.78,3614.06,514697.38,1618.1
27-Nov-09,246.252,105.903,176.69,0,36.42,69.56,87.09,36.57,3099.79,439791.82,1324.12
21-Dec-09,232.696,106.08,179.49,0,48.3,53.21,85.87,20.34,3061.28,423081.69,2407.76
9-Jan-10,240.821,106.11,182.82,0,39.73,58,85.78,25.45,2301.79,337751.4,1609.05
17-Jan-10,235.609,106.217,183.84,0,49.31,51.77,85.16,18.91,2695.51,376652.43,2791.5
8-Feb-10,246.703,106.284,188.4,0,43.33,58.3,89.97,25.87,2608.51,367110.17,2750.3
9-Feb-10,247.385,106.291,188.59,0,42.84,58.8,89.97,26.42,2579.15,362761.76,2724.61
10-Feb-10,188.63,80.616,128.59,0,41.73,60.04,89.64,27.78,2521.73,355402.62,2616.02
11-Feb-10,250.189,106.276,188.95,0,40.5,61.24,89.82,29.01,2500.81,350905.83,2280.37
13-Feb-10,252.443,106.216,188.67,0,38.79,63.77,89.56,31.73,2426.54,333708.84,2359.86
14-Feb-10,222.27,94.156,160.84,0,34.26,61.43,83.64,31.89,1436.9,201411.22,1288.17
15-Feb-10,0,0,69.26,0,28.84,69.26,74.34,38.15,1006.27,137507.76,672.68
25-Feb-10,49.45,20.96,10.67,0,40.53,60.12,87.49,28.34,1709.58,243034.51,1755.05
4-Mar-10,247.415,106.248,186.97,0,40.99,60.44,89.22,27.96,2332.95,322809.68,1966.81
10-Mar-10,242.908,106.267,183.48,0,42.24,59.43,89.45,26.63,2353.48,324892.56,2029.42
17-Mar-10,244.474,106.309,185.51,0,41.94,58.96,88.92,26.2,2363.55,330494.63,2707.64
21-Mar-10,240.823,106.273,183.97,0,42.77,56.85,89.56,23.73,2220.6,309661.36,2031.36
22-Mar-10,238.618,106.278,183.74,0,45.04,54.88,88.51,21.62,2650.03,370156.14,2364.9
24-Mar-10,236.841,106.321,184.09,0,47.67,52.75,87.9,19.37,2723.29,384920.14,2563.73
25-Mar-10,237.292,106.333,184.51,0,47.67,52.78,87.84,19.34,2710.55,382931.93,2632.92
26-Mar-10,238.497,106.34,184.94,0,46.88,53.55,86.82,20.13,2607.98,368334.37,2647.59
27-Mar-10,239.166,106.346,185.28,0,46.52,53.89,88.3,20.46,2538.52,359368.76,2546.04
28-Mar-10,239.774,106.358,185.68,0,45.71,54.09,89.25,20.64,2372.26,334871.43,2456.03
29-Mar-10,240.441,106.366,186.05,0,46.68,54.39,89.96,20.93,2380.49,336591.37,2496.2
30-Mar-10,242.177,106.36,186.43,0,45.17,55.75,87.9,22.37,2555.35,363966.9,2556.96
31-Mar-10,242.626,106.365,186.84,0,44.15,55.79,87.42,22.35,2530.06,360196.09,2766.34
2-Apr-10,249.669,105.911,195.52,0,35.26,54.15,75.85,23.09,805.18,116946.9,817.6
3-Apr-10,245.918,106.35,188.03,0,42.42,57.89,86.37,24.57,2329.4,327884.14,2458.74
4-Apr-10,243.646,106.407,188.12,0,45.93,55.52,88.62,22.21,2649.88,372779.09,2812.37
5-Apr-10,244.66,106.418,188.48,0,44.42,56.18,89.29,22.96,2592.21,366142.18,2694.23
6-Apr-10,245.686,106.42,188.76,0,44.62,56.93,87.62,23.75,2569.99,364122.63,2625.16
7-Apr-10,246.05,106.429,188.99,0,44.62,57.06,89.84,23.8,2567.23,364373.14,2832.17
8-Apr-10,247.136,106.433,189.3,0,43.98,57.84,90.65,24.63,2639.66,375786.26,2659.4
9-Apr-10,248.222,106.421,189.33,0,43.05,58.89,90.8,25.77,2594.12,364622.26,2459.18
10-Apr-10,247.492,106.396,188.74,0,42.75,58.75,90.62,25.69,2574.89,359872.05,2477.55
11-Apr-10,246.805,106.382,188.38,0,42.69,58.42,90.26,25.41,2548.68,356321.96,2401.55
12-Apr-10,244.751,106.378,187.91,0,43.89,56.85,90.53,23.72,2589.88,362544.04,2447.96
13-Apr-10,243.242,106.357,187.02,0,44.26,56.22,90.42,23.11,2581.96,362655.22,2477.63
14-Apr-10,242.265,106.342,186.34,0,44.29,55.92,90.36,22.82,2471.34,343955.47,2054.28
15-Apr-10,241.517,106.331,185.69,0,44.17,55.83,90.31,22.74,2438.81,340726.46,2585.23
16-Apr-10,240.285,106.328,185.08,0,44.61,55.21,89.91,22.1,2428.33,339139.22,2556.13
17-Apr-10,241.282,106.304,184.69,0,42.22,56.59,88.46,23.53,2276.94,318135.05,2570.24
18-Apr-10,238.065,106.32,183.8,0,45.68,54.27,89.72,21.07,2521.84,351073.08,2564.96
19-Apr-10,236.855,106.316,183.14,0,46.2,53.72,89.44,20.54,2487.4,353646.98,2693.93
20-Apr-10,235.292,106.307,182.49,0,46.98,52.8,88.71,19.59,2345.28,325928.07,1823.37
21-Apr-10,234.262,106.302,181.82,0,47.15,52.45,89.49,19.25,2727.02,378875.37,2430.84
22-Apr-10,233.989,106.279,181.18,0,46.16,52.81,89.2,19.68,2674.99,372845.54,2282.69
23-Apr-10,233.618,106.287,181.09,0,46.17,52.53,89.41,19.43,2632.77,377052.69,2252.02
24-Apr-10,232.116,106.336,182.31,0,52.6,49.81,89.01,16.36,2656.07,379250.25,2359.74
25-Apr-10,231.336,106.402,183.4,0,58.58,47.93,88.74,13.91,2788.46,384677.3,2608.4
26-Apr-10,238.468,106.347,184.08,0,49.45,54.39,88.72,20.66,2235.18,319314.57,2082.29
27-Apr-10,232.121,106.456,185.23,0,61.31,46.89,90.3,13.08,3115.25,442143.39,2796.42
28-Apr-10,240.665,106.428,185.87,0,50.1,54.79,88.14,21.02,2329.56,333190.64,1941.66
29-Apr-10,238.1,106.428,186.59,0,55.09,51.51,89.72,17.69,2704.27,385619.31,2370.42
30-Apr-10,234.78,106.506,187.16,0,61.25,47.62,90.69,13.76,3159.22,448847.16,2729.15
1-May-10,235.372,106.524,187.63,0,60.9,47.74,90.71,14.15,3149.16,447855.25,2713.11
2-May-10,236.368,106.532,188.01,0,59.36,48.36,90.81,14.79,3120.6,442383.61,2652.35
3-May-10,236.418,106.529,188,0,59.33,48.41,90.71,14.86,3126.64,441909.62,2651.94
4-May-10,236.685,106.532,188.19,0,59.24,48.49,90.71,14.93,2999.43,425496.49,2431.99
5-May-10,237.134,106.542,188.57,0,59.12,48.57,91,15,3069.97,432818.08,2783.13
6-May-10,236.955,106.554,189.06,0,61.46,47.9,90.11,14.3,3135.62,444230.83,2614.74
7-May-10,236.972,106.571,189.53,0,63.29,47.44,90.83,13.81,3180.69,451352.62,2885.57
8-May-10,237.453,106.58,189.95,0,63.27,47.5,91.35,13.86,3165.64,449545.58,2939.23
9-May-10,237.931,106.587,190.38,0,63.18,47.56,91.09,13.91,3153.14,447430.63,2927.32
10-May-10,238.393,106.594,190.82,0,63.17,47.57,90.76,13.93,2832.32,402525.76,2779.43
11-May-10,238.563,106.604,191.27,0,64.41,47.29,91.21,13.63,2840.84,403412.75,2783.22
12-May-10,238.938,106.615,191.75,0,64.95,47.19,91.38,13.58,2819.18,388630.98,2785.05
13-May-10,242.157,106.578,193.04,0,59.09,49.12,88.9,15.83,2233.43,321080.8,2119.03
14-May-10,240.03,106.638,193.06,0,65.33,46.97,90.46,13.62,2805.15,402508.65,2648.69
15-May-10,240.277,106.648,193.46,0,65.25,46.82,91.43,13.43,2824.14,403614.57,2778.74
16-May-10,240.652,106.658,193.88,0,67.27,46.77,91.94,13.35,2817.07,402721.5,2633.91
17-May-10,240.928,106.67,194.39,0,69.34,46.53,92.03,13.1,2831.56,404825.38,2945.57
18-May-10,241.327,106.68,194.88,0,70.25,46.45,92.17,13.01,2834.19,404854.08,3202.2
19-May-10,241.964,106.687,195.3,0,68.73,46.67,92.08,13.25,2849.42,407374.39,3049.57
20-May-10,242.492,106.693,195.68,0,67.99,46.81,92.35,13.38,2825.13,403710.79,2976.1
21-May-10,242.929,106.701,196.1,0,68.17,46.83,92.29,13.39,2812.28,403047.36,2857.42
22-May-10,243.451,106.708,196.6,0,68.12,46.85,92.5,13.42,2800.58,404666.48,2855.22
23-May-10,243.872,106.717,197.07,0,68.93,46.8,92.51,13.34,2808.39,401629.78,2798.98
24-May-10,244.294,106.724,197.53,0,69.69,46.76,92.11,13.29,2814.61,402992.06,2804.14
25-May-10,244.665,106.732,198.01,0,70.97,46.65,91.98,13.17,2821.87,404143.03,2933.93
26-May-10,245.103,106.738,198.41,0,71.16,46.69,92.28,13.2,2817.92,402764.22,3112.21
27-May-10,245.399,106.74,198.74,0,71.18,46.66,92.13,13.18,2755.1,394519.14,2702.56
28-May-10,247.975,106.718,198.91,0,65.78,49.07,92.22,15.61,2534.63,361765.59,2162.27
29-May-10,245.737,106.733,199.02,0,70.23,46.72,92.27,13.26,2778.79,394752.36,3125.92
30-May-10,246.829,106.724,198.88,0,67.33,47.95,91.88,14.41,2649.13,371374.08,2993.44
31-May-10,259.125,106.583,197.86,0,42.27,61.26,91.87,28.09,1602.66,220359.45,1668.46
1-Jun-10,257.859,106.606,198.92,0,46.69,58.94,91.79,25.92,1858.55,260175.06,1298.1
2-Jun-10,248.967,106.718,200.19,0,62.17,48.77,92.01,15.33,2696.52,380985.04,2991.67
3-Jun-10,247.901,106.735,200.2,0,66.38,47.71,92.84,14.22,2735.25,388901.37,2971.34
4-Jun-10,247.781,106.754,200.79,0,71.01,46.99,92.86,13.47,2773.45,394726.73,2948.37
5-Jun-10,247.809,106.766,201.33,0,76.64,46.48,92.34,12.94,2810.65,401083.64,3466.63
6-Jun-10,248.161,106.773,201.65,0,76.69,46.51,92.77,12.96,2800.79,399978.92,3351.18
7-Jun-10,249.356,106.764,201.68,0,66.78,47.68,93.04,14.16,2696.27,386090.76,3162.89
8-Jun-10,249.636,106.757,201.78,0,65.26,47.86,92.98,14.36,2676.08,382028.25,3139.95
9-Jun-10,249.523,106.755,201.83,0,65.9,47.7,93.03,14.2,2678.05,382530.29,2962.48
10-Jun-10,249.541,106.753,201.92,0,66.16,47.62,93.11,14.12,2676.31,374324.71,3077.46
11-Jun-10,249.543,106.75,201.72,0,66.15,47.83,93.01,14.32,2625.55,374541.53,3194.64
12-Jun-10,249.582,106.748,201.69,0,66.27,47.89,92.26,14.4,2612.81,373944.07,3311.37
13-Jun-10,249.599,106.746,201.69,0,66.29,47.91,92.9,14.42,2623.48,374702.75,2951.56
14-Jun-10,249.998,106.74,201.83,0,64.46,48.17,93,14.72,2597.55,371658,3446.49
15-Jun-10,250.383,106.729,201.34,0,62.25,49.05,93,15.63,2534,362746.4,3521.41
16-Jun-10,250.967,106.72,200.96,0,60.23,50,92.81,16.61,2486.32,356111.93,3385.78
17-Jun-10,251.064,106.718,200.61,0,60.12,50.45,92.88,17.05,2495.41,357432.08,3428.13
18-Jun-10,251.194,106.716,201.35,0,60.31,49.84,92.43,16.44,2489.74,357146.72,3365.68
19-Jun-10,255.798,106.653,201.1,0,51.98,54.7,90.78,21.16,1957.44,283896.95,2711.91
20-Jun-10,250.707,106.713,201.23,0,60.55,49.48,92.56,16.29,2452.14,350053.6,3554.23
21-Jun-10,250.93,106.715,201.37,0,59.85,49.56,92.96,16.38,2444.37,348878.74,3525.34
22-Jun-10,251.023,106.71,201.54,0,59.68,49.48,92.7,16.45,2427.99,347999.53,3489.24
23-Jun-10,251.075,106.707,201.7,0,59.82,49.38,91.81,16.24,2422.22,347806.75,3496.94
24-Jun-10,250.91,106.7,201.3,0,59.65,49.61,92.65,16.44,2423.79,343279.56,3496.33
25-Jun-10,250.772,106.692,201.42,0,59.64,49.35,92.95,16.18,2396.54,344715.38,3386.38
26-Jun-10,250.904,106.689,201.04,0,59.72,49.86,93.06,16.71,2395.14,342561.46,3395.83
27-Jun-10,250.913,106.685,201.01,0,59.63,49.9,92.32,16.77,2387.86,343058.41,3390.72
28-Jun-10,251.071,106.686,200.4,0,59.6,50.67,91.92,17.53,2380.72,342371.26,3396.15
29-Jun-10,251.2,106.686,200.9,0,59.76,50.3,92.53,17.15,2379.63,342137.65,3366.91
30-Jun-10,251.29,106.683,200.86,0,59.74,50.43,93.13,17.28,2375.2,340709.26,3395.81
1-Jul-10,251.276,106.678,200.82,0,59.86,50.46,90.76,17.33,2370.07,340847.55,3414
2-Jul-10,252.573,106.666,200.94,0,57.34,51.63,91.09,18.53,2298.14,331205.23,3334.67
3-Jul-10,262.271,106.528,198.48,0,41.34,63.79,91.41,30.72,1907.63,279405.31,2916.15
4-Jul-10,263.064,106.477,199.11,0,39.87,63.95,90.34,30.99,1834.07,266509.39,2736.46
5-Jul-10,263.652,106.461,197.27,0,39.12,66.38,91.13,33.44,1800.02,261444.2,2673.75
6-Jul-10,263.415,106.46,198.21,0,39.41,65.2,92.25,32.24,1793.18,263113.49,2707
7-Jul-10,263.733,106.454,200.08,0,39.4,63.65,90.26,30.72,1841.44,268895.24,2815.01
8-Jul-10,263.714,106.45,200.87,0,39.28,62.84,90.88,29.89,1818.54,265260.44,2814.92
9-Jul-10,263.624,106.446,200.87,0,39.47,62.76,91.04,29.81,1805.19,263330.08,2834.24
10-Jul-10,269.395,106.369,201.61,0,32.99,67.78,89.27,34.92,1393.69,206141.46,2237.75
11-Jul-10,263.78,106.435,201.05,0,39.69,62.73,90.02,29.74,1729.9,252874.96,2873.24
12-Jul-10,258.763,106.5,201.58,0,47.93,57.18,92.5,24.14,2033.15,295470.56,3296.94
13-Jul-10,250.82,106.627,202.87,0,62.15,47.95,93.11,14.71,2582.65,372301.4,4061.44
14-Jul-10,251.053,106.633,203.01,0,62.31,48.05,92.99,14.45,2582.08,371452.46,4099.67
15-Jul-10,251.235,106.63,203.21,0,62.11,48.03,91.56,14.38,2574.44,371282.32,3722.6
16-Jul-10,251.321,106.628,203.33,0,61.98,47.99,90.61,14.36,2572.81,371287.4,3905.65
17-Jul-10,251.389,106.623,203.47,0,61.99,47.92,91.74,14.29,2562.15,369933.7,3907.52
18-Jul-10,251.395,106.618,203.56,0,62.01,47.84,92.12,14.22,2551.65,368216.34,3037.37
19-Jul-10,251.292,106.611,203.53,0,62.09,47.76,92.87,14.15,2545.39,366496.31,3180.92
20-Jul-10,251.043,106.605,203.58,0,62.9,47.46,92.54,13.85,2546.15,366948.65,3450.01
21-Jul-10,250.873,106.599,203.56,0,63.24,47.31,92.77,13.69,2541.25,366305.81,3472.4
22-Jul-10,250.901,106.593,203.54,0,63.32,47.36,93.21,13.75,2530.04,365410.6,3504.94
23-Jul-10,251.598,106.584,203.55,0,60.85,48.05,93.2,14.47,2413.44,348507.24,3373.7
24-Jul-10,252.095,106.573,203.63,0,59.21,48.47,93.12,14.92,2384.28,344604.71,3344.9
25-Jul-10,252.096,106.568,203.72,0,59.2,48.38,92.77,14.83,2382.55,343975.62,3351.67
26-Jul-10,252.105,106.562,203.67,0,59.1,48.44,93.34,14.87,2370.34,342144.37,3351.14
27-Jul-10,252.063,106.558,203.76,0,59.24,48.31,92.97,14.75,2377.02,343677.86,3362.83
28-Jul-10,252.155,106.553,203.74,0,59.13,48.41,93.25,14.86,2370.99,342499.13,3360.01
29-Jul-10,252.204,106.547,203.75,0,59.05,48.45,93.12,14.91,2363.13,341715.29,3357.51
30-Jul-10,252.205,106.543,203.81,0,59.06,48.4,92.86,14.85,2363.81,341180.3,3356.34
31-Jul-10,252.145,106.539,203.8,0,59.06,48.34,92.91,14.79,2361.06,341096.93,3361.6
1-Aug-10,252.149,106.534,203.79,0,58.98,48.36,93.31,14.81,2354.69,340158.73,3366.45
2-Aug-10,252.173,106.53,203.82,0,58.99,48.35,93.33,14.81,2360.15,340870.1,3367.57
3-Aug-10,252.147,106.524,203.87,0,59.13,48.27,92.95,14.73,2359.78,340677.74,3389.72
4-Aug-10,252.14,106.519,203.87,0,59.16,48.27,93.36,14.71,2357.53,340689.92,3385.17
5-Aug-10,254.149,106.491,204.36,0,54.62,49.79,92.39,16.71,2065.25,300997.97,3198.8
6-Aug-10,251.719,106.521,203.93,0,59.28,47.79,92.62,14.91,2307.31,334403.97,3568.92
7-Aug-10,254.969,106.482,205.11,0,52.8,49.86,90.57,17.24,1976.83,288792.53,3071.36
8-Aug-10,251.67,106.517,203.83,0,59.24,47.84,93.29,15.24,2314.34,335464.18,3584.64
9-Aug-10,251.639,106.513,203.76,0,59.14,47.88,93.18,15.28,2323.85,336483.87,3578.61
10-Aug-10,251.636,106.508,203.76,0,59.05,47.88,93.03,15.28,2328.43,336442.77,3475.14
11-Aug-10,251.588,106.504,203.67,0,59.13,47.91,93.41,15.29,2331.82,336346.58,3489.98
12-Aug-10,251.57,106.498,203.64,0,59.19,47.93,93.17,15.33,2326.48,336776.43,3494.39
13-Aug-10,251.515,106.492,203.62,0,59.2,47.89,93.32,15.29,2325.93,336865.46,3502.06
14-Aug-10,251.488,106.487,203.62,0,59.23,47.87,93.51,15.27,2326.15,335954.39,3498.32
15-Aug-10,252.441,106.479,203.61,0,57.29,48.83,93.31,16.49,2278.69,327273,3399.59
29-Aug-10,269.172,105.743,199.05,0,32.32,70.13,82.34,37.59,1114.31,162282.27,1747.37
30-Aug-10,266.633,106.127,197.31,0,35.23,69.32,90.32,36.12,1536.1,215332.1,1688.11
31-Aug-10,269.228,106.126,196.91,0,33.09,72.31,90.26,39.28,1426.09,197440.27,1646.7
1-Sep-10,263.696,106.171,197.77,0,37.38,65.92,89.58,32.83,1529.07,217223.36,2653.57
2-Sep-10,251.65,106.389,198.63,0,51.2,53.02,92.31,20.07,2454.88,453753.37,2718.56
3-Sep-10,255.422,106.357,198.32,0,45.03,57.11,92.31,24.39,2247.64,332337.45,2550.57
4-Sep-10,254.581,106.371,198.12,0,45.95,56.46,92.26,23.73,2285.77,338531.35,2669.62
5-Sep-10,255.262,106.371,198.34,0,45.44,56.92,91.07,24.23,2229.82,331444.66,2835.67
6-Sep-10,254.94,106.373,198.62,0,45.98,56.32,88.98,23.39,2205.88,316423.16,2782.46
7-Sep-10,254.264,106.379,198.73,0,46.98,55.54,89.95,22.78,2233.58,333180.65,3073.98
8-Sep-10,253.832,106.382,199.02,0,47.76,54.81,89.27,22.03,2235.48,334409.15,2977.05
9-Sep-10,252.619,106.391,199.4,0,50.01,53.22,89.19,20.36,2287.35,342163.7,3235.39
10-Sep-10,252.027,106.399,199.7,0,51.26,52.32,90.63,19.41,2392.5,357523.67,3148.64
11-Sep-10,252.661,106.398,200.07,0,50.77,52.59,92.31,19.64,2040.53,299748.63,2730.4
13-Sep-10,272.566,105.964,203.78,0,30.67,68.78,82.95,37.25,1132.83,171566.3,1679.93
14-Sep-10,285.455,105.983,201.64,0,16.27,83.81,83.71,52.57,141.84,22134.17,197.8
16-Sep-10,268.516,105.658,206.24,0,28.16,62.27,75.66,29.75,511.55,78544.37,750.64
17-Sep-10,261.407,106.194,198.94,0,38.11,62.47,90.32,30,1935.39,288903.89,2792.69
18-Sep-10,270.68,106.054,201.85,0,28.36,68.83,83.9,36.4,1071.23,159450.29,1717.64
20-Sep-10,261.358,105.782,194.85,0,33.35,66.5,80.4,34.98,863.11,131405.4,940.24
21-Sep-10,251.368,106.214,190.97,0,42.31,60.4,89.9,28.36,2517.2,360332.19,2657.9
22-Sep-10,250.555,106.244,191.17,0,42.91,59.38,89.05,27.27,2501.74,367969.88,2631.83
23-Sep-10,246.901,106.292,190.87,0,47.07,56.03,90.7,23.72,2758.98,399923.7,2759.09
24-Sep-10,245.178,106.321,190.9,0,49.23,54.28,90.79,21.89,2718.36,393505.06,2422.97
25-Sep-10,243.451,106.309,190.36,0,50.11,53.09,90.69,20.71,2793.71,408499.13,2463.09
26-Sep-10,243.622,106.291,190.82,0,49.8,52.8,90.77,20.31,2678.29,392563.61,2350.2
27-Sep-10,240.593,106.315,190.81,0,55.4,49.78,91.54,17.27,2845.14,423344.21,2793.89
28-Sep-10,240.719,106.322,191.54,0,56.67,49.18,90.04,16.67,2824.83,420324.43,2526.53
29-Sep-10,240.211,106.33,192.18,0,59.74,48.04,88.75,15.48,2846.78,424316.33,2916.99
30-Sep-10,248.142,106.165,196.79,0,50.32,51.36,81.89,20.89,1121.73,161030.08,3529.48
1-Oct-10,242.42,106.285,193.11,0,58.98,49.31,85.24,16.85,2653.1,398467.59,2996.01
2-Oct-10,239.209,106.337,192.92,0,65.23,46.29,87.66,13.77,2856.51,429064.23,2860.4
