DATEPRD,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
28-May-16,270.567,99.891,239.08,22.94,43.27,31.49,88.69,5.7,102.13,16268.23,2897.44
29-May-16,270.597,99.901,239.1,22.92,43.16,31.5,88.08,5.73,101.12,16205.62,2901.88
30-May-16,270.608,99.911,239.06,22.98,43.1,31.55,88.83,5.75,100.78,15984.09,2882.54
31-May-16,270.517,99.922,239.04,22.9,43.16,31.47,88.63,5.69,102.74,16342.69,2875.8
1-Jun-16,270.457,99.931,239.04,22.88,43.15,31.42,88.54,5.64,102.65,16128.54,2859.57
2-Jun-16,270.42,99.939,239.04,22.94,43.12,31.38,88.57,5.6,101.83,16245.66,2882.58
3-Jun-16,270.378,99.95,238.99,23.15,43.01,31.39,88.93,5.6,97.14,15591.82,2839.02
4-Jun-16,270.325,99.959,238.99,23.04,43.04,31.34,88.76,5.55,102.59,16857.01,2885.87
5-Jun-16,270.27,99.968,238.97,23.1,43.02,31.3,88.77,5.51,103.15,16827.74,2894.82
6-Jun-16,270.236,99.979,238.98,23.3,43.03,31.26,88.86,5.46,103.3,16775.03,2904.85
7-Jun-16,270.514,99.983,239,23.27,43.19,31.51,88.82,5.72,103.68,16887,2921.12
8-Jun-16,273.159,99.971,239.8,22.49,37.86,33.36,86.4,7.97,91.57,14945.84,2554.32
9-Jun-16,268.024,100.028,238.71,23.25,53.94,29.32,88.86,3.79,102.38,16629.16,3106.49
10-Jun-16,267.922,100.042,238.68,23.41,56.41,29.25,89.06,3.7,105.78,17387.3,3063.59
11-Jun-16,266.805,100.08,238.56,23.66,88.62,28.25,89.29,2.69,109.05,17640.76,3093.81
12-Jun-16,274.113,99.976,239.93,22.27,58.29,34.18,82.43,8.69,91.46,14732.22,2574.89
13-Jun-16,267.821,100.062,238.66,23.58,71.53,29.16,88.9,3.62,107.23,17395.7,3057.6
14-Jun-16,269.681,100.038,238.86,23.43,45.04,30.82,88.45,5.3,104.48,16824.06,2968.09
15-Jun-16,269.713,100.05,238.83,23.44,45.03,30.88,88.62,5.33,103.8,16745.98,2984.87
16-Jun-16,269.709,100.051,238.83,23.45,45.03,30.88,88.72,5.32,104.63,16836,3004.53
17-Jun-16,269.734,100.073,238.84,23.66,44.94,30.89,89.23,5.37,103.29,16456.74,2979.58
18-Jun-16,269.683,100.081,238.86,23.41,44.99,30.82,88.81,5.31,103.44,16551.02,2972.75
19-Jun-16,269.651,100.091,238.87,23.58,45.02,30.78,88.94,5.27,103.55,16524.52,2984.83
20-Jun-16,269.604,99.808,238.88,23.53,44.9,30.73,87.81,5.2,103.75,16525.42,2978.42
21-Jun-16,269.607,100.111,238.88,23.75,44.92,30.73,89.05,5.2,103.44,16508.09,2992.62
22-Jun-16,269.584,100.121,238.96,23.64,44.95,30.63,88.47,5.12,103.21,16511.03,2993.41
23-Jun-16,269.555,100.13,238.94,23.75,44.93,30.61,88.75,5.11,103.27,16566.18,3022.9
24-Jun-16,269.568,100.14,238.85,23.98,44.8,30.72,89.45,5.19,103.37,16499.88,2980.02
25-Jun-16,269.519,100.15,238.85,24.02,44.81,30.67,89.46,5.15,102.57,16434.67,2981.04
26-Jun-16,269.485,100.159,238.84,23.92,44.86,30.65,89.32,5.11,102.85,16501.91,2983.48
27-Jun-16,269.762,100.167,238.9,23.88,45.11,30.86,89.05,5.34,101.46,16274.31,2976.42
28-Jun-16,269.877,100.173,238.91,23.93,45.13,30.97,88.78,5.45,102.26,16444.37,2973.66
29-Jun-16,269.828,100.185,238.94,23.87,45.2,30.89,88.38,5.37,102.38,16458.56,2980.12
30-Jun-16,269.827,100.195,238.89,23.48,45.16,30.93,88.84,5.4,101.47,16397.18,2985.45
1-Jul-16,269.893,100.203,238.91,23.5,45.16,30.98,88.83,5.32,102.89,16369.86,2979.13
2-Jul-16,269.794,100.217,238.87,23.61,45.18,30.93,89.18,5.39,101.58,16365.91,2992
3-Jul-16,269.789,100.226,238.83,23.65,45.11,30.96,89.14,5.44,102.43,16269.74,2976.87
4-Jul-16,269.78,100.235,238.82,23.76,45.08,30.96,89.48,5.44,100.67,16263.02,2990.1
5-Jul-16,269.766,100.246,238.8,23.81,45.08,30.97,89.52,5.43,101.88,16284.48,2974.3
6-Jul-16,269.599,100.257,238.79,23.78,45.86,30.81,89.43,5.28,98.3,16217.43,2994.84
7-Jul-16,266.199,100.314,238.44,23.95,93.42,27.76,89.44,2.19,106.19,17427.78,3172.96
8-Jul-16,266.038,100.328,238.47,23.99,100,27.56,89.31,2,106.3,17541.2,3187.95
9-Jul-16,268.813,100.295,239.08,23.65,82.19,29.73,87.86,4.11,102.09,16681.29,2326.24
10-Jul-16,265.923,100.338,238.4,23.98,100,27.52,89.15,1.96,113.38,18753.12,3185.47
11-Jul-16,267.769,100.321,238.64,23.94,91.16,29.13,89.07,3.41,108.84,17979.28,3056.29
12-Jul-16,266.002,100.346,238.27,24.06,100,27.73,89.5,1.94,113.84,18543.76,3148.91
13-Jul-16,266.389,100.359,238.26,24.06,60.59,28.13,89.35,2.54,68.47,10591.65,1907.46
12-Feb-08,308.056,104.418,201.25,18.64,14.48,106.81,16.29,92.48,284.65,38888.67,385.01
13-Feb-08,303.034,105.403,182.14,16.47,22.83,120.89,53.37,89.62,1869.7,285246.16,7.13
14-Feb-08,295.586,105.775,181.87,12.66,31.25,113.72,72.74,80.12,3124.09,509954.88,1.16
15-Feb-08,297.663,105.752,180.83,5.26,28.52,116.83,70,84.25,2608.28,383426.67,0.97
16-Feb-08,295.936,105.811,180.5,12.38,30.23,115.43,71.52,82.36,3051.8,418474,4.89
17-Feb-08,295.552,105.831,180.35,14.38,29.97,115.21,73.64,82.17,2982.63,422763,1.85
18-Feb-08,294.211,105.866,180.93,15.98,30.31,113.28,74.16,80.26,2980.52,413831,6.48
19-Feb-08,293.829,105.868,180.06,18.81,30.49,113.77,74.9,81.27,3046.19,429218,0.73
20-Feb-08,293.061,105.879,179.66,19.74,29.91,113.4,73.04,80.77,3057.18,442982.75,0.46
21-Feb-08,292.54,105.883,179.43,19.43,30.49,113.11,71.74,79.98,3030.33,423809.16,0.45
22-Feb-08,292.362,105.882,179.28,1.04,29.63,113.08,72.33,79.95,2907.56,397808,0.44
23-Feb-08,292.088,105.849,179.49,11.01,28.96,112.6,69.6,79.16,1851.72,252078,0.28
24-Feb-08,290.542,105.906,179.35,8.58,30.8,111.19,73.19,77.93,3126.7,442808,0.47
25-Feb-08,290.208,105.896,178.76,12.3,30.68,111.45,73.11,78.26,3045.54,439178,0.46
26-Feb-08,289.536,105.902,178.6,12.51,30.92,110.93,72.31,77.72,3046.54,446905,0.46
27-Feb-08,288.933,105.902,178.61,12.38,30.85,110.33,74.7,77.13,3035.54,445616,0.46
28-Feb-08,288.848,105.896,178.22,10.15,29.9,110.63,73.45,77.47,2971.55,424674,0.45
29-Feb-08,287.514,105.907,178.07,11.42,31.02,109.45,73.4,76.21,3070.54,450348,0.46
1-Mar-08,286.892,105.909,178.06,11.16,31.06,108.83,74.6,75.57,3068.48,447584.12,0.46
2-Mar-08,286.265,105.911,177.94,11.22,31.09,108.32,75.22,74.76,3066.54,446144,0.46
3-Mar-08,285.728,105.91,177.67,10.87,30.96,108.06,75.12,74.36,3043.54,443726,0.46
4-Mar-08,285.382,105.904,177.31,9.83,30.6,108.08,74.28,74.44,2983.19,430246.72,0.45
5-Mar-08,284.829,105.902,176.96,9.32,30.58,107.87,72.5,74.26,2967.05,437688.2,0.45
6-Mar-08,284.295,105.899,176.98,9.11,30.59,107.31,75,73.37,2950.88,432727,1.74
7-Mar-08,284.424,105.878,176.67,6.28,28.82,107.75,71.04,73.57,2656.62,391264.6,1.57
8-Mar-08,284.413,105.871,176.38,4.59,27.95,108.03,69.25,73.8,2578.48,365769,1.52
9-Mar-08,282.386,105.905,176.46,8.58,31.16,105.93,73.14,71.56,2996.83,427791,1.77
10-Mar-08,281.522,105.906,176.23,9.01,31.31,105.29,73.34,71.06,3021.4,440679,0.6
11-Mar-08,280.894,105.908,176.08,8.93,31.37,104.81,73.97,71.28,3010.4,450972,0.6
12-Mar-08,281.085,105.895,176.03,6.7,29.86,105.05,73.89,71.87,2794.44,418887,0.56
13-Mar-08,279.488,105.916,176.05,8.64,31.64,103.44,75.31,70.45,3058.89,458524,0.61
14-Mar-08,279.112,105.912,175.89,7.82,30.93,103.22,75.17,70.39,2964.81,428015,0.59
15-Mar-08,277.951,105.915,175.81,8.82,32.07,102.14,76.26,69.87,3131.37,454137,0.63
16-Mar-08,277.293,105.917,175.55,8.41,32.05,101.74,76,69.81,3135.37,454798,0.63
17-Mar-08,276.564,105.921,175.27,8.01,32.07,101.3,75.25,69.32,3143.37,470240,0.63
18-Mar-08,275.983,105.919,175.07,7.75,32.05,100.91,75.38,69.07,3132.37,425284.44,0.63
19-Mar-08,275.363,105.918,174.9,7.48,32.05,100.46,75.59,69.1,3139.62,454093.33,0.63
20-Mar-08,274.793,105.915,174.67,6.97,32.01,100.12,74.68,68.92,3156.67,467465.72,0.63
21-Mar-08,274.072,105.916,174.5,6.7,32.09,99.57,75.36,68.25,3192.14,458447.4,0.64
22-Mar-08,273.456,105.915,174.28,6.46,32.08,99.17,75.32,67.79,3172.12,458028.49,0.63
23-Mar-08,272.881,105.913,174.09,6.29,32.06,98.79,75.35,67.41,3160.26,466335.26,0.63
24-Mar-08,272.237,105.913,173.83,4.96,32.13,98.4,74.81,67.01,3153.35,468479.65,0.63
25-Mar-08,271.684,105.91,173.64,14.91,32.04,98.04,74.96,66.66,3130.58,406562.1,0.63
26-Mar-08,271.419,105.907,173.52,14.79,30.93,97.9,75.26,66.58,960.26,113341.21,1.64
28-Mar-08,279.416,104.714,187.18,0.41,21.33,92.24,24.1,68.21,73.44,48936.44,0.13
29-Mar-08,271.468,105.87,174.19,6.74,32,97.28,69.26,65.74,3137.26,509074.88,3.39
30-Mar-08,270.742,105.902,173.37,10.98,30.68,97.37,73.11,66.02,1430.95,137396.4,1.55
31-Mar-08,271.557,105.862,173.44,7.15,31,98.12,70.45,67.13,1950.58,378532.95,1.93
1-Apr-08,270.36,105.889,172.93,11.47,29.81,97.43,73.54,66.39,3060.6,457837.18,2.82
2-Apr-08,269.645,105.894,172.99,12.75,31.82,96.66,75.81,65.6,3053.67,461808.99,2.81
3-Apr-08,268.862,105.897,172.75,13.19,32,96.12,75.92,65.05,3103.12,372985.57,2.86
4-Apr-08,268.18,105.897,172.49,13.27,32.08,95.69,75.22,64.62,3110.68,463717.13,2.86
5-Apr-08,267.456,105.895,172.32,13.27,32.2,95.14,75.46,63.92,3303.3,463529.9,3.04
6-Apr-08,266.855,105.887,172.07,13.26,32.21,94.79,75.41,63.12,3028.41,440906.09,153.36
7-Apr-08,266.476,105.872,171.74,13.15,32.03,94.74,75.27,63.17,2998.8,452369.44,151.86
8-Apr-08,265.9,105.861,171.36,13.06,32.05,94.54,74.63,62.82,3054.12,451030.48,4.34
9-Apr-08,265.395,105.853,171.18,12.99,32,94.22,74.84,62.79,3025.8,463595.31,4.91
10-Apr-08,264.921,105.846,171.11,12.92,31.25,93.81,75.41,62.25,3003.22,468712,4.09
11-Apr-08,264.334,105.84,170.71,12.72,31.94,93.62,74.2,62.07,3015.97,458936.65,10.44
12-Apr-08,264.008,105.838,170.86,12.55,30.89,93.15,73.89,61.66,1615.37,242280.01,2.91
13-Apr-08,268.096,105.48,174.48,2.11,25.82,93.62,48.68,63.31,429.77,65731.44,1.73
14-Apr-08,265.611,105.617,181.73,6.66,28.76,83.88,64.02,56.14,2578.63,413142.56,3.62
15-Apr-08,263.676,105.818,170.64,10.55,32.06,93.04,74.17,61.28,2494.26,400308.2,3.5
16-Apr-08,263.01,105.646,170.01,11.03,31.9,93,74.46,61.32,2847.56,462314.88,3.99
17-Apr-08,262.978,105.809,170.17,11.54,31.65,92.81,74.87,61.08,1120.57,184080.6,1.1
18-Apr-08,263.174,105.786,170.29,7.94,31.72,92.88,72.28,61.14,2448.14,372536.86,2.4
19-Apr-08,263.142,105.777,170.12,9.92,30.03,93.02,73.23,61.73,2513.65,383126.44,2.47
20-Apr-08,262.17,105.787,169.53,11.18,31.48,92.64,75.05,61,2752.75,418498.59,2.7
21-Apr-08,261.61,105.783,169.28,11.26,31.52,92.33,74.86,60.69,2752.3,426345.05,2.7
22-Apr-08,261.115,105.777,168.95,11.16,31.48,92.17,74.25,60.55,2737.24,422378.97,2.31
23-Apr-08,260.558,105.771,168.7,11.01,31.49,91.86,73.58,60.25,2735.53,422115.01,-14.19
24-Apr-08,260.127,105.769,168.55,10.91,30.81,91.58,73.7,59.94,2730.33,474459.4,93.87
25-Apr-08,260.523,105.781,168.74,10.94,31.5,91.78,74.27,60.09,2727.65,480456.7,4.22
26-Apr-08,261.141,105.794,168.9,10.92,31.41,92.24,73.42,60.55,2747.01,481822.53,3.81
27-Apr-08,260.417,105.816,169.71,11.6,31.49,90.71,75.76,58.91,1985.59,350826.25,2.76
29-Apr-08,263.69,105.502,174.69,1.85,25.84,89,51.51,60.11,546.58,90823.83,4.76
30-Apr-08,261.282,105.78,170.42,7.15,32.54,90.86,68.97,58.92,3011.83,459764.68,14
1-May-08,260.789,105.839,170.12,10.63,33.43,90.67,74.21,58.5,3167.59,471209.85,3.44
2-May-08,261.179,105.853,170.41,11.45,33.39,90.77,75.91,58.59,3163.92,486368.03,4.43
3-May-08,261.609,105.863,170.55,11.86,33.37,91.06,76.33,58.88,3173.19,474305.4,4.44
4-May-08,262.088,105.873,170.72,12.02,33.37,91.37,75.44,59.2,3188.85,493120,4.44
5-May-08,262.653,105.882,170.94,12.27,33.31,91.72,76.32,59.75,3186.96,491322.97,4.42
6-May-08,263.043,105.887,171.24,12.53,33.22,91.81,77.02,60.09,3176.89,489872.38,4.42
7-May-08,263.488,105.893,171.39,12.59,33.11,92.1,77.25,60.38,3171.32,489343.07,4.29
8-May-08,263.919,105.902,171.52,12.72,33.06,92.4,77.34,60.49,3170.85,488607.46,4.76
9-May-08,264.351,105.908,171.57,12.82,33.02,92.78,77.02,60.51,3188.02,489393.88,0.01
10-May-08,264.227,105.918,172.65,13.35,34.1,91.58,77.48,59.2,3415.68,524276.14,6.39
11-May-08,264.088,105.919,174.48,14.16,35.63,89.61,78.75,57.06,3701.51,567340.44,7.22
12-May-08,264.088,105.919,176.44,14.63,36.16,87.64,79.1,54.96,4002.28,612762.21,7.62
13-May-08,264.088,105.919,178.22,15.17,37.29,85.87,79.54,53.01,4253.12,648380.88,8.22
14-May-08,264.088,105.919,178.34,15.35,38.21,85.75,79.71,52.89,4279.91,651572.53,8.29
15-May-08,264.088,105.919,179.66,15.7,39.27,84.43,80.17,51.21,4439.62,671084.55,8.59
16-May-08,264.088,105.919,180.64,15.92,40.15,83.45,80.27,49.36,4582.9,696343.43,8.86
17-May-08,264.088,105.919,181.26,15.92,40.73,82.83,80.16,48.65,4677.42,709992.17,9.04
18-May-08,264.088,105.919,181.25,15.69,40.75,82.84,80.05,49.25,4688.63,711699.89,9.07
19-May-08,264.088,105.919,181.16,15.81,40.76,82.93,80.2,49.68,4687.74,714081.05,9.06
20-May-08,297.646,72.715,216.38,16.09,42.16,81.26,80.58,47.85,4885.56,741919.56,9.45
21-May-08,257.2,39.554,177.03,16.37,43.1,80.17,80.78,46.7,5013.12,759588.91,9.69
22-May-08,258.146,106.082,177.93,16.43,43.12,80.22,80.85,46.74,5017.55,760577.09,7.7
23-May-08,258.333,106.145,178.13,16.47,43.09,80.2,81.05,46.72,5019.23,760297.25,19.71
24-May-08,258.339,106.15,178.17,16.47,43.2,80.17,81.04,46.69,5034.28,762332.85,8019.72
25-May-08,258.31,106.156,178.29,16.54,43.34,80.02,81.19,46.52,5045.72,764673.62,8019.74
26-May-08,258.316,106.161,178.36,16.29,43.39,79.96,80.95,46.46,5053.01,766791.37,19.77
27-May-08,257.975,106.229,178.01,16.17,43.46,79.97,80.86,46.47,5065.87,767889.19,29.8
28-May-08,258.424,106.172,178.26,16.02,43.49,80.16,79.5,46.66,5072.27,767413.36,10.01
29-May-08,258.457,106.176,178.26,15.99,43.56,80.2,78.99,46.7,5086.33,770161.99,10.04
30-May-08,260.646,106.158,177.32,15.66,40.12,83.32,79.74,50.01,3869.22,589150,7.48
1-Jun-08,279.419,104.823,188.03,0.34,16.83,91.39,22.05,72.7,22.94,11729.2,0.04
2-Jun-08,259.795,106.149,178.5,9.87,42.49,81.3,77.77,47.88,4019.51,603534.04,7.77
3-Jun-08,259.087,106.163,259.09,12.23,43.22,0,79.21,33.46,4999.75,755898.39,9.67
4-Jun-08,258.464,106.168,257.43,13.17,43.42,1.03,77.9,32.43,5067.01,764495.52,9.8
5-Jun-08,258.422,106.175,191.4,13.69,43.42,67.03,79.6,33.54,5040.47,768018.95,9.75
6-Jun-08,258.517,106.182,178.21,13.86,43.4,80.3,79.78,46.82,5058.13,763388.73,9.78
7-Jun-08,258.634,106.186,178.43,14.04,43.33,80.21,81.26,46.7,5057.56,761308.55,184.78
8-Jun-08,258.65,106.192,178.5,14.03,43.39,80.15,80.79,46.64,5070.12,761089.16,9.8
9-Jun-08,258.707,106.197,178.45,13.96,43.4,80.26,80.18,46.74,5081.36,762129.8,14.83
10-Jun-08,258.758,106.201,178.57,13.9,43.41,80.19,80.65,46.67,5081.78,761130.49,9.83
11-Jun-08,258.318,106.195,178.37,13.8,43.45,79.95,80.43,46.42,5087.06,760260.45,9.84
12-Jun-08,257.21,106.179,177.81,13.54,43.46,79.4,80.33,45.89,5060.12,757005.32,9.78
13-Jun-08,256.563,106.176,177.53,13.38,43.45,79.04,80.43,45.53,5032.29,754387.87,9.73
14-Jun-08,259.003,106.158,177.31,11.67,38.54,81.69,77.35,49.28,4332.16,651120.47,8.28
15-Jun-08,256.637,106.191,177.89,13.48,43.72,78.75,80.82,45.26,5087.53,763089.71,9.84
16-Jun-08,256.865,106.2,178.03,13.62,43.75,78.83,80.86,45.33,5102.25,764342.55,10
17-Jun-08,257.122,106.208,177.96,13.57,43.83,79.17,79.87,45.62,5102.84,756365.89,9.88
18-Jun-08,257.439,106.215,178.08,13.56,43.81,79.36,79.73,45.86,5135.06,765784.34,7.17
19-Jun-08,257.748,106.223,178.27,13.61,42.88,79.48,79.68,45.96,5140.62,766175.86,8.75
20-Jun-08,259.65,106.208,177.67,12.93,40.89,81.98,78.97,49.03,4721.66,702550.38,9.53
21-Jun-08,258.762,106.219,178.3,13.7,42.83,80.46,80.74,47.02,5037.62,750094,15.16
22-Jun-08,258.429,106.234,178.61,13.68,42.82,79.81,79.34,46.3,5147.1,769091.42,11.35
23-Jun-08,258.849,106.24,178.79,13.8,43.44,80.05,80.48,46.55,5114.6,765622.03,10.25
24-Jun-08,259.124,106.246,179.02,13.99,42.55,80.11,80.87,46.61,5123.74,766123.1,11.81
25-Jun-08,259.314,106.252,178.92,14.02,43.49,80.39,80.02,46.9,5135.48,767514.63,11.77
26-Jun-08,259.96,106.248,178.77,13.53,42.24,81.19,79.57,47.74,4232.54,639125.35,9.76
27-Jun-08,259.662,106.253,179.24,13.92,43.46,80.42,80.98,46.83,5126.41,762147.27,11.8
28-Jun-08,259.611,106.258,179.12,14.16,43.49,80.49,81.11,46.83,5075.74,711222.19,11.7
29-Jun-08,259.687,96.227,179.48,13.96,43.49,80.21,80.39,47.17,5121.12,768245.7,11.82
30-Jun-08,245.4,80.041,159.68,13.22,39.41,85.72,79.62,52.96,4372.28,659342.57,10.1
1-Jul-08,264.333,106.188,177.11,11.74,36.96,87.23,77.11,54.52,3980.51,599295.69,9.18
2-Jul-08,260.34,106.262,179.21,13.3,43.2,81.13,79.22,48.12,5114.67,766478.4,0.79
3-Jul-08,260.494,106.269,179.1,14.02,42.99,81.4,80.08,48.4,5083.67,762466.05,15.17
4-Jul-08,260.666,106.274,179.35,14.22,42.97,81.31,81.25,48.3,5080.84,761637.18,4.51
5-Jul-08,260.792,106.279,179.51,14.28,42.97,81.28,81.43,48.25,5086.26,761985.49,11.73
6-Jul-08,260.885,106.284,179.53,14.29,42.98,81.35,81.38,48.32,5087.7,762728.95,15.73
7-Jul-08,260.939,106.285,179.44,14.28,43,81.5,81.05,48.47,5094.92,764020.22,12.75
8-Jul-08,261.152,106.293,179.48,14.24,42.98,81.67,80.1,48.65,5095.75,764104.54,36.05
9-Jul-08,261.374,106.297,179.8,14.45,42.95,81.57,81.68,48.53,5094.03,762917.06,11.74
10-Jul-08,261.49,106.298,179.81,14.52,42.96,81.68,81.54,48.65,4621.52,691133.54,10.65
11-Jul-08,263.098,106.263,178.82,11.93,40.26,84.28,78.21,51.08,2855.54,426766.13,6.58
12-Jul-08,274.831,106.016,174.68,2.79,32.11,100.15,61.97,68.71,686.84,151768.25,1.58
13-Jul-08,264.305,106.198,177.04,10.42,47.86,87.27,79.09,54.69,4169.38,606053.9,9.61
14-Jul-08,264.456,106.164,175.74,11.08,44.36,88.71,77.03,56.38,3818.8,573434.83,8.8
15-Jul-08,260.22,106.189,176.25,12.68,48.69,83.96,79.15,51.32,4304.71,635429.85,9.92
16-Jul-08,263.304,106.116,173.53,11.59,44.47,89.77,78.35,57.63,3526.92,521163.81,10.63
17-Jul-08,264.58,106.091,172.96,11.11,42.88,91.62,78.42,59.57,3341.55,482331.58,7.7
18-Jul-08,265.288,106.078,172.61,10.84,42.04,92.67,77.96,60.73,3215.85,474686.18,12.77
19-Jul-08,265.651,106.071,172.48,10.58,41.69,93.17,77.33,61.22,3176.28,481830.98,7.32
20-Jul-08,265.733,106.07,172.56,10.46,41.65,93.18,77.24,61.26,3186.03,466621.33,7.34
21-Jul-08,265.757,106.07,172.53,10.44,41.66,93.23,77.01,61.33,3182.55,466633.46,7.34
22-Jul-08,265.848,106.069,172.6,10.57,41.66,93.24,77.57,61.34,3166.64,465211.96,7.51
23-Jul-08,265.846,106.07,172.52,10.53,41.66,93.32,77.65,61.43,3148.96,463102.57,7.33
24-Jul-08,265.851,106.069,172.55,10.51,41.67,93.3,77.56,61.02,3148.89,471104.48,7.3
25-Jul-08,265.911,106.07,172.45,10.45,41.7,93.47,76.64,60.96,3163.29,460618.77,7.35
26-Jul-08,266.022,106.071,172.45,10.48,41.67,93.57,76.68,61.05,3145.11,461623.27,7.29
27-Jul-08,266.075,106.057,172.47,10.53,41.65,93.6,76.93,61.05,3177.3,465308.05,7.31
28-Jul-08,266.154,106.072,172.6,10.62,41.64,93.55,77.86,61,3143.1,460975.55,7.21
29-Jul-08,265.133,106.087,173.07,10.8,42.96,92.07,76.71,59.62,3346.15,490196.57,11.06
30-Jul-08,270.571,106.006,172.05,8.51,33.33,98.53,71.51,67.01,2434.33,355646.65,5.61
31-Jul-08,271.248,105.938,173.5,6.12,31.98,97.75,64.4,66.2,2316.52,339166.49,4.16
1-Aug-08,267.574,106.064,172.23,9.81,40.14,95.34,75.22,63.48,2976.42,436752.07,4.77
2-Aug-08,267.471,106.068,176.97,9.57,38.32,90.5,72.35,60.2,3031.55,445348.64,4.25
3-Aug-08,267.482,106.068,172.33,10.14,40.23,95.15,76.62,63.24,2993.48,438550.35,4.5
4-Aug-08,267.326,105.991,172.36,10.15,40.14,94.97,77.27,63.08,3093.31,452054.82,4.64
5-Aug-08,267.402,106.066,172.43,10.17,40.22,94.97,77.17,63.07,2998.53,437720.84,4.5
6-Aug-08,267.928,106.062,172.61,10.04,36.89,95.32,76.14,63.38,919.75,135274.51,1.38
8-Aug-08,274.203,105.886,172.6,2.63,28.2,101.6,62,69.07,808.23,110780.18,1.21
9-Aug-08,261.384,106.11,175.87,8.87,47.51,85.51,77.37,52.43,4060.24,559249.17,6.03
10-Aug-08,259.031,106.158,175.55,11.86,49.18,83.48,79.31,50.4,4349.22,603102.92,6.58
11-Aug-08,258.116,106.165,175.49,12.25,49.69,82.62,78.56,49.49,4412.46,611780.88,6.61
12-Aug-08,256.949,106.174,175.48,12.58,49.43,81.47,80.06,48.28,4418.03,616241.04,6.64
13-Aug-08,256.478,106.172,175.23,12.38,50.24,81.25,80.08,48.08,4448.97,620813.2,8.5
14-Aug-08,256.923,106.159,174.97,11.9,49.36,81.95,80.04,48.86,4353.59,651318.9,27.37
15-Aug-08,254.87,106.183,175.03,12.37,51.23,79.84,80.53,46.52,4499.01,673535.88,47.97
16-Aug-08,250.173,106.245,177.05,12.74,57.23,73.13,80.94,39.57,5479.4,799524.84,47.85
17-Aug-08,249.005,106.255,176.36,12.54,57.28,72.65,80.3,39.11,5443.61,795277.26,53.93
18-Aug-08,247.947,106.252,175.5,12.33,56.93,72.45,79.89,38.96,5374.18,810900.02,18.12
19-Aug-08,247.15,106.252,175.02,12.16,56.7,72.13,80.28,38.67,5315.03,801345.75,9.84
20-Aug-08,246.261,106.253,174.79,12.12,56.72,71.47,81.28,38.02,4980.89,728548.75,9.48
21-Aug-08,248.76,106.212,173.02,11.51,52.23,75.74,80.18,42.44,4450,647512.91,8.47
22-Aug-08,262.708,105.985,168.54,7.38,34.98,94.17,73.22,61.58,2049.86,290174.27,3.9
23-Aug-08,264.053,105.972,169,7.15,34.9,95.06,72.9,62.69,2059.29,291279.7,3.82
24-Aug-08,265.068,105.974,169.18,7.52,34.98,95.88,70.99,63.38,2080.27,294693.68,3.96
25-Aug-08,266.074,105.982,169.56,12.47,34.97,96.51,70.82,64,2089.77,293955.38,3.98
26-Aug-08,267.071,105.997,170.1,12.68,34.93,96.97,72.57,64.21,2093.46,293973.81,3.97
27-Aug-08,267.487,105.993,170.23,12.62,34.77,97.25,72.26,64.86,2084.4,295564.57,40.33
28-Aug-08,267.099,105.977,170.31,12.49,34.62,96.79,72.65,64.95,2086.63,305319.46,4.1
29-Aug-08,266.385,105.983,170.19,13.27,35.88,96.19,73.87,64.22,2189.55,318561.33,4.46
30-Aug-08,266.995,105.972,169.96,12.66,34.85,97.03,72.28,65.07,2058.63,297315.78,1.82
31-Aug-08,268.166,105.959,170.56,11.13,30.03,97.6,69.86,65.82,624.7,86537.33,1.2
1-Sep-08,267.856,105.958,170.31,11.18,34.26,97.54,69.87,65.59,2029.12,284059.33,2.17
2-Sep-08,268.141,105.97,170.3,12.52,32.69,97.84,71.39,65.91,837.23,116783.59,0.49
6-Sep-08,270.216,105.659,174.79,2.96,32.44,95.42,51.12,63.47,760.58,105098.33,0.39
7-Sep-08,268.697,105.961,171.26,8.6,35.51,97.44,69.26,65.37,2173.11,304483.02,0.83
8-Sep-08,269.607,105.955,171.04,10.42,30.48,98.56,70.64,66.53,500.19,69031.17,0.35
10-Sep-08,273.546,105.557,176.26,2.79,22.27,97.28,40.06,67.13,1181.97,173052.95,1.53
11-Sep-08,260.001,106.061,172.7,12.5,44.19,87.3,73.9,55.04,4067.32,592088.64,6.9
12-Sep-08,259.202,106.062,171.63,14.77,42.84,87.57,73.41,55.43,3735.86,550255.99,6.35
13-Sep-08,256.708,106.066,171.46,15.36,45.71,85.25,75.05,52.93,4057.56,593839.89,5.3
14-Sep-08,255.087,106.067,170.87,15.87,45.83,84.22,76.84,51.92,4036.38,589477.56,6.06
15-Sep-08,253.333,106.068,170.48,15.93,46.24,82.85,77.65,50.51,4046.64,590019.17,6.08
16-Sep-08,251.532,106.062,169.73,15.84,46.28,81.8,77.83,49.49,4004.96,582278.93,5.99
17-Sep-08,249.432,106.053,168.79,15.61,46.22,80.65,77.78,48.38,3937.38,570001.84,5.52
18-Sep-08,253.179,105.947,168.11,12.02,36.73,85.06,67.7,53.03,2503.26,362080.29,10.95
